"post_title","ID","post_content","post_excerpt","post_date","post_name","post_author","post_status","featured_image","product_shipping_class","visibility","tax_status","product_type","product_attribute_name","product_attribute_value","product_attribute_visible","product_attribute_variation","product_attribute_position","featured_product","product_attribute_taxonomy","tax_class","file_paths","edit_last","edit_lock","thumbnail_id","manage_stock","stock","stock_status","low_stock_threshold","stock_qty","total_sales","downloadable","virtual","regular_price","sale_price","purchase_note","menu_order","comment_status","weight","length","width","height","sku","upsell_ids","crosssell_ids","grouping_product","sale_price_dates_from","sale_price_dates_to","price","sold_individually","backorders","product_image_gallery","product_url","button_text","featured","downloadable_files","download_limit","download_expiry","download_type","_subscription_period","_subscription_period_interval","_subscription_length","_subscription_trial_period","_subscription_trial_length","_subscription_price","_wc_pb_bundle_sell_ids","_wc_pb_bundle_sells_title","_wc_pb_bundle_sells_discount","brand","product_category","product_tag","108","1147","1334","1560","236","25","469.57","9.57","disable_add_to_cart","disable_price","manually","onesignal_meta_box_present","onesignal_modify_title_and_content","onesignal_notification_custom_content","onesignal_notification_custom_heading","onesignal_send_notification","price1","price2","rs_page_bg_color","wcfm_policy_product_options"
"POWDER COCONUT SUPERCHEF 500 GM","5311",,,"2021-03-26 20:06:40","powder-coconut-superchef-500-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","57",,,"0","open",,,,,"DRPOW0388",,,,,,"57","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","COCONUT,POWDER","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"POWDER CINAMON SUPERCHEF 500 GM","5313",,,"2021-03-26 20:06:40","powder-cinamon-superchef-500-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","74",,,"0","open",,,,,"DRPOW0389",,,,,,"74","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","CINAMON,POWDER","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"MASALA GARAM SUPERCHEF 500 GM","5315",,,"2021-03-26 20:06:40","masala-garam-superchef-500-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","80",,,"0","open",,,,,"DRPOW0390",,,,,,"80","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","GARAM,MASALA","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"SEEDS SESAME WHITE SUPERCHEF 500 GM","5317",,,"2021-03-26 20:06:40","seeds-sesame-white-superchef-500-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","65",,,"0","open",,,,,"DRSED0064",,,,,,"65","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","SEEDS,SESAME","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"POWDER CHILLI SUPERCHEF 1 KG","5320",,,"2021-03-26 20:06:40","powder-chilli-superchef-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","110",,,"0","open",,,,,"DRPOW0001",,,,,,"110","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","CHILLI,POWDER","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"POWDER CUMMIN SUPERCHEF 1 KG","5323",,,"2021-03-26 20:06:40","powder-cummin-superchef-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","135",,,"0","open",,,,,"DRPOW0015",,,,,,"135","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","CUMIN,POWDER","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"POWDER TURMERIC SUPERCHEF 200 GM","5325",,,"2021-03-26 20:06:40","powder-turmeric-superchef-200-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","22",,,"0","open",,,,,"DRPOW0172",,,,,,"22","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","POWDER,TURMERIC","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"POWDER MASALA CHAT SUPERCHEF 100 GM","5327",,,"2021-03-26 20:06:40","powder-masala-chat-superchef-100-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","22",,,"0","open",,,,,"DRSPC0359",,,,,,"22","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","MASALA,POWDER","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"POWDER CHILLI KASHMIRI SUPERCHEF 100 GM","5329",,,"2021-03-26 20:06:41","powder-chilli-kashmiri-superchef-100-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","30",,,"0","open",,,,,"DRPOW0399",,,,,,"30","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","CHILLI,POWDER","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"POWDER PEPPER WHITE SUPERCHEF 100 GM","5331",,,"2021-03-26 20:06:41","powder-pepper-white-superchef-100-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","24",,,"0","open",,,,,"DRPOW0272",,,,,,"24","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","PEPPER,POWDER","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"BIO BAGASSE ROUND PLATE 7"" SUPERTOUCH (1000 PIECE)","5333",,,"2021-03-26 20:06:41","bio-bagasse-round-plate-7-supertouch-1000-piece","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","965",,,"0","open",,,,,"AMBIO0001",,,,,,"965","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERTOUCH","Cleaning &amp; Household","PACKING","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"BIO BAGASSE ROUND PLATE 10"" SUPERTOUCH 500 PIECE","5335",,,"2021-03-26 20:06:41","bio-bagasse-round-plate-10-supertouch-500-piece","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","1120",,,"0","open",,,,,"AMBIO0003",,,,,,"1120","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERTOUCH","Cleaning &amp; Household","PACKING","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"CLEAR PET CUPS 8 OZ SUPERTOUCH (1000 PIECE)","5337",,,"2021-03-26 20:06:41","clear-pet-cups-8-oz-supertouch-1000-piece","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","1170",,,"0","open",,,,,"AMCUP0063",,,,,,"1170","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERTOUCH","Cleaning &amp; Household","PACKING","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"TISSUE MAXI ROLL 2 PLY SUPERTOUCH 6 ROLLS","5339",,,"2021-03-26 20:06:41","tissue-maxi-roll-2-ply-supertouch-6-rolls","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","500",,,"0","open",,,,,"AMTIS0003",,,,,,"500","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERTOUCH","Cleaning &amp; Household","PACKING","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"CLING FILM SUPERTOUCH 300 X 45 CM 6 ROLLS","5341",,,"2021-03-26 20:06:41","cling-film-supertouch-300-x-45-cm-6-rolls","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","1100",,,"0","open",,,,,"AMCLI0001",,,,,,"1100","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERTOUCH","Cleaning &amp; Household","BAGS,GARBAGE,ROLLS","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"MICROWAVE ROUND CONTAINER WITH LID 250 CC SUPERTOUCH 500 PIECE","5344",,,"2021-03-26 20:06:41","microwave-round-container-with-lid-250-cc-supertouch-500-piece","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","965",,,"0","open",,,,,"AMMSC1316",,,,,,"965","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERTOUCH","Cleaning &amp; Household","PACKING","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"MICRO CONTAINER RECTANGLE 500 CC WITH LID SUPERTOUCH 500 PIECE","5346",,,"2021-03-26 20:06:41","micro-container-rectangle-500-cc-with-lid-supertouch-500-piece","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","1600",,,"0","open",,,,,"AMMSC1453",,,,,,"1600","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERTOUCH","Cleaning &amp; Household","PACKING","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"MICRO CONTAINER RECTANGLE 750 CC WITH LID SUPERTOUCH 500 PIECE","5348",,,"2021-03-26 20:06:42","micro-container-rectangle-750-cc-with-lid-supertouch-500-piece","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","2000",,,"0","open",,,,,"AMMSC1454",,,,,,"2000","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERTOUCH","Cleaning &amp; Household","PACKING","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"MICRO CONTAINER RECTANGLE 1000 CC WITH LID SUPERTOUCH 500 PIECE","5350",,,"2021-03-26 20:06:42","micro-container-rectangle-1000-cc-with-lid-supertouch-500-piece","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","2200",,,"0","open",,,,,"AMMSC1455",,,,,,"2200","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERTOUCH","Cleaning &amp; Household","PACKING","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"MICRO CONTAINER ROUND 525 CC(20 OZ) SUPERTOUCH 500 PIECE","5352",,,"2021-03-26 20:06:42","micro-container-round-525-cc20-oz-supertouch-500-piece","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","1110",,,"0","open",,,,,"AMMSC1461",,,,,,"1110","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERTOUCH","Cleaning &amp; Household","PACKING","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"ALUM CONTAINER RECT WITH LID SUPERTOUCH (23.5""X19""X3.5 CM) 400 PIECE","5354",,,"2021-03-26 20:06:44","alum-container-rect-with-lid-supertouch-23-5x19x3-5-cm-400-piece","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","2000",,,"0","open",,,,,"AMMSC1312",,,,,,"2000","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERTOUCH","Cleaning &amp; Household","PACKING","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"CHOCOLATE STICK VALROHNA 48% 1.61 KG","5356",,,"2021-03-26 20:06:44","chocolate-stick-valrohna-48-1-61-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","813",,,"0","open",,,,,"CHCHO0343",,,,,,"813","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"VALROHNA","Chocolate &amp; Confectionery","CHOCOLATE,STICK","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"CHOCOLATE ARABESQUE NOIRE 72% (5 KG)","5360",,,"2021-03-26 20:06:44","chocolate-arabesque-noire-72-5-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","225",,,"0","open",,,,,"CHCHO0568",,,,,,"225","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"VALROHNA","Chocolate &amp; Confectionery","ARABESQUE","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"LAMB MUTTON B/IN 6 WAY CUT WHITE STRIPE 1 KG","5362",,,"2021-03-26 20:06:44","lamb-mutton-b-in-6-way-cut-white-stripe-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","185",,,"0","open",,,,,"FZLAM0011",,,,,,"185","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"WHITE STRIPE","Frozen Foods","LAMB,MUTTON","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"LAMB CUBES (DICE) BONELESS WHITE STRIPE 1 - 2 KG","5364",,,"2021-03-26 20:06:44","lamb-cubes-dice-boneless-white-stripe-1-2-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","252",,,"0","open",,,,,"FZLAM0042",,,,,,"252","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"WHITE STRIPE","Frozen Foods","CUBES,LAMB","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"TOILET CLEANER B1G1 ARO 500 ML","5366",,,"2021-03-26 20:06:44","toilet-cleaner-b1g1-aro-500-ml","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","18",,,"0","open",,,,,"AMHYG0169",,,,,,"18","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"ARO","Hygiene","CLEANER,TOILET","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"PORK CLASSIC SAUSAGE 6`S DINGLEY DELL 1 KG","5368",,,"2021-03-26 20:06:44","pork-classic-sausage-6s-dingley-dell-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","345",,,"0","open",,,,,"FZPOR0057",,,,,,"345","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"DINGLEY DELL","Frozen Foods","SAUSAGE","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"PORK CUMBERLAND SAUSAGES 6`S DINGLEY DELL 1 KG","5370",,,"2021-03-26 20:06:44","pork-cumberland-sausages-6s-dingley-dell-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","345",,,"0","open",,,,,"FZPOR0058",,,,,,"345","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"DINGLEY DELL","Frozen Foods","SAUSAGE","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"TOILET CLEANER EXCEL PLUS 500 ML","5372",,,"2021-03-26 20:06:44","toilet-cleaner-excel-plus-500-ml","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","27",,,"0","open",,,,,"AMHYG0173",,,,,,"27","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"EXCEL","Hygiene","CLEANER,TOILET","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"PERFUME PEBBLE SHINE (F) 100 ML","5374",,,"2021-03-26 20:06:45","perfume-pebble-shine-f-100-ml","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","162",,,"0","open",,,,,"AMCRE0294",,,,,,"162","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"MARYAJ","Hygiene","FEMALE,PERFUME,SPRAY","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"DEO UNION MARYAJ 200 ML","5376",,,"2021-03-26 20:06:45","deo-union-maryaj-200-ml","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","60",,,"0","open",,,,,"AMCRE0078",,,,,,"60","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"MARYAJ","Hygiene","DEODORANT,SPRAY","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"DEO AFTER DARK (M) MARYAJ 200 ML","5378",,,"2021-03-26 20:06:45","deo-after-dark-m-maryaj-200-ml","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","60",,,"0","open",,,,,"AMCRE0183",,,,,,"60","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"MARYAJ","Hygiene","DEODORANT,MALE,SPRAY","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"PERFUME DYNAMIC MALE 100 ML","5380",,,"2021-03-26 20:06:45","perfume-dynamic-male-100-ml","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","80",,,"0","open",,,,,"AMCRE0246",,,,,,"80","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"MARYAJ","Hygiene","DYNAMIC,PERFUME","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"PERFUME SILKEN F MARYAJ 100 ML","5382",,,"2021-03-26 20:06:45","perfume-silken-f-maryaj-100-ml","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","93",,,"0","open",,,,,"AMCRE0247",,,,,,"93","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"MARYAJ","Hygiene","PERFUME,SILKEN","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"PERFUME TUXEDO (M) MARYAJ 100 ML","5384",,,"2021-03-26 20:06:45","perfume-tuxedo-m-maryaj-100-ml","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","162",,,"0","open",,,,,"AMCRE0268",,,,,,"162","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"MARYAJ","Hygiene","MALE,PERFUME,SPRAY","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"PERFUME RAMONA (F) MARYAJ 100 ML","5386",,,"2021-03-26 20:06:45","perfume-ramona-f-maryaj-100-ml","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","162",,,"0","open",,,,,"AMCRE0272",,,,,,"162","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"MARYAJ","Hygiene","FEMALE,PERFUME,SPRAY","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"PERFUME COSMO GIRL (F) MARYAJ 100 ML","5388",,,"2021-03-26 20:06:45","perfume-cosmo-girl-f-maryaj-100-ml","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","162",,,"0","open",,,,,"AMCRE0273",,,,,,"162","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"MARYAJ","Hygiene","FEMALE,PERFUME,SPRAY","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"PERFUME LILAS (F) MARYAJ 100 ML","5390",,,"2021-03-26 20:06:46","perfume-lilas-f-maryaj-100-ml","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","162",,,"0","open",,,,,"AMCRE0274",,,,,,"162","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"MARYAJ","Hygiene","FEMALE,PERFUME,SPRAY","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"DEO NUT MARYAJ 200 ML","5392",,,"2021-03-26 20:06:46","deo-nut-maryaj-200-ml","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","50",,,"0","open",,,,,"AMCRE0278",,,,,,"50","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"MARYAJ","Hygiene","DEODORANT,SPRAY","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"DEO LILAS (F) MARYAJ 200 ML","5394",,,"2021-03-26 20:06:46","deo-lilas-f-maryaj-200-ml","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","60",,,"0","open",,,,,"AMCRE0282",,,,,,"60","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"MARYAJ","Hygiene","DEODORANT,FEMALE,SPRAY","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"DEO PEBBEL STYEL (M) MARYAJ","5396",,,"2021-03-26 20:06:49","deo-pebbel-styel-m-maryaj","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","60",,,"0","open",,,,,"AMCRE0283",,,,,,"60","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"MARYAJ","Hygiene","DEODORANT,MALE,SPRAY","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"DEO RAMONA (F) 200 ML","5398",,,"2021-03-26 20:06:49","deo-ramona-f-200-ml","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","60",,,"0","open",,,,,"AMCRE0289",,,,,,"60","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"MARYAJ","Hygiene","DEODORANT,FEMALE,SPRAY","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"PERFUME DEUCE FEMME (F) 100 ML","5400",,,"2021-03-26 20:06:49","perfume-deuce-femme-f-100-ml","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","162",,,"0","open",,,,,"AMCRE0292",,,,,,"162","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"MARYAJ","Hygiene","FEMALE,PERFUME,SPRAY","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"PERFUME GOLDIE (F) 100 ML","5402",,,"2021-03-26 20:06:49","perfume-goldie-f-100-ml","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","162",,,"0","open",,,,,"AMCRE0293",,,,,,"162","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"MARYAJ","Hygiene","FEMALE,PERFUME,SPRAY","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"DEO TUXEDO (M) 200 ML","5404",,,"2021-03-26 20:06:49","deo-tuxedo-m-200-ml","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","60",,,"0","open",,,,,"AMCRE0296",,,,,,"60","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"MARYAJ","Hygiene","DEODORANT,MALE,SPRAY","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"GREY STONE GIFT SET(EDP+DEO)","5406",,,"2021-03-26 20:06:49","grey-stone-gift-setedpdeo","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","180",,,"0","open",,,,,"AMCRE0300",,,,,,"180","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"MARYAJ","Hygiene","DEODORANT,SPRAY","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"PERFUME FRESH WAVE (M) MARYAJ 100 ML","5408",,,"2021-03-26 20:06:49","perfume-fresh-wave-m-maryaj-100-ml","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","125",,,"0","open",,,,,"AMCRE0303",,,,,,"125","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"MARYAJ","Hygiene","MALE,PERFUME,SPRAY","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"PERFUME PEBBLE STYLE (M) 100 ML","5410",,,"2021-03-26 20:06:50","perfume-pebble-style-m-100-ml","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","162",,,"0","open",,,,,"AMCRE0304",,,,,,"162","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"MARYAJ","Hygiene","MALE,PERFUME,SPRAY","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"PERFUME IMPERIAL OUDH (M) EDP 50 ML","5412",,,"2021-03-26 20:06:50","perfume-imperial-oudh-m-edp-50-ml","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","232",,,"0","open",,,,,"AMCRE0305",,,,,,"232","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"MARYAJ","Hygiene","MALE,PERFUME,SPRAY","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"COFFEE MATE 3 GM","5414",,,"2021-03-26 20:06:50","coffee-mate-3-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","1250",,,"0","open",,,,,"DRCOF0001",,,,,,"1250","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"Nestle","Beverages &amp; Water","COFFEE,IMPORTED","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"CHICKEN LEG QUARTER 10 KG","5417",,,"2021-03-26 20:06:50","chicken-leg-quarter-10-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","400",,,"0","open",,,,,"FZCHI0222",,,,,,"400","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SEARA","Frozen Foods","LEG,QUARTER","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"SEMOLINA SUPERCHEF 1 KG","5421","<table style=""height: 48px"" width=""277"">
<tbody>
<tr>
<td width=""483"">
<p style=""text-align: left"">SEMOLINA SUPERCHEF 1 X 1 KG</p>
</td>
</tr>
</tbody>
</table>",,"2021-03-26 20:06:50","semolina-superchef-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","40",,,"0","open",,,,,"DRCER0005",,,,,,"40","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","SEMOLINA,SEMULINA","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"APRICOT DRY SUPERCHEF 1 KG","5424",,,"2021-03-26 20:06:50","apricot-dry-superchef-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","200",,,"0","open",,,,,"DRAPR0001",,,,,,"200","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","APRICOT","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"DHAL TOOR SUPERCHEF 1 KG","5426",,,"2021-03-26 20:06:50","dhal-toor-superchef-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","65",,,"0","open",,,,,"DRDHA0006",,,,,,"65","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","DHAL,TOOR","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"DHAL URAD WHITE (GOTA) SUPERCHEF 1 KG","5428",,,"2021-03-26 20:06:50","dhal-urad-white-gota-superchef-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","65",,,"0","open",,,,,"DRDHA0027",,,,,,"65","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","DHAL,URAD","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
